Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,0.6125,0.65,0.60417,0.64167,0.38803699999999997,12677
2007-01-04,0.65,0.66667,0.6333300000000001,0.65,0.393074,14248
2007-01-05,0.65,0.7375,0.65,0.71667,0.433392,34088
2007-01-08,0.71667,0.72917,0.7,0.70833,0.42834799999999995,8305
2007-01-09,0.70833,0.73333,0.70417,0.71667,0.433392,9030
2007-01-10,0.70833,0.7125,0.68333,0.69167,0.418274,6206
2007-01-11,0.7,0.71667,0.66667,0.6791699999999999,0.410714,7244
2007-01-12,0.7,0.7,0.66667,0.66667,0.40315500000000004,8904
2007-01-15,0.675,0.68333,0.65833,0.66667,0.40315500000000004,6973
2007-01-16,0.6875,0.7125,0.6791699999999999,0.7,0.423311,13896
2007-01-17,0.7,0.7,0.68333,0.68333,0.41323000000000004,3088800
2007-01-18,0.69167,0.6958300000000001,0.6791699999999999,0.68333,0.41323000000000004,4036
2007-01-19,0.6875,0.7,0.68333,0.69167,0.418274,6964
2007-01-22,0.6958300000000001,0.7,0.68333,0.7,0.423311,3683
2007-01-23,0.69167,0.7125,0.6875,0.70833,0.42834799999999995,6934
2007-01-24,0.7125,0.72917,0.70833,0.70833,0.42834799999999995,5992
2007-01-25,0.71667,0.725,0.6958300000000001,0.70417,0.425833,3362400
2007-01-26,0.6958300000000001,0.70417,0.675,0.6791699999999999,0.410714,6464
2007-01-29,0.68333,0.6958300000000001,0.675,0.6791699999999999,0.410714,3144
2007-01-30,0.68333,0.68333,0.66667,0.66667,0.40315500000000004,2917
2007-01-31,0.675,0.68333,0.6625,0.6625,0.400634,4282
2007-02-01,0.66667,0.67083,0.6625,0.6625,0.400634,1866
2007-02-02,0.66667,0.67083,0.6625,0.66667,0.40315500000000004,2455
2007-02-05,0.66667,0.6958300000000001,0.66667,0.68333,0.41323000000000004,8272
2007-02-06,0.6958300000000001,0.7,0.68333,0.6958300000000001,0.420789,3473
2007-02-07,0.7,0.70417,0.6958300000000001,0.6958300000000001,0.420789,2255
2007-02-08,0.7,0.7,0.6791699999999999,0.6791699999999999,0.410714,1453
